,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Weather.Condition,Report.Status,Publication.Date
72070,20120702X03853,Accident,CEN12LA407,2012-06-29,"Evansville, IN",United States,003810N,0873530W,Non-Fatal,Substantial,Airplane,N163F,FIELDS MIKE,HAWK SSC,No,1.0,Reciprocating,091,Private Individual,0.0,0.0,1.0,Visual Meteorological Conditions,"The operation of an airplane by a non-certificated pilot, and the pilot's loss of control during takeoff, which resulted in an inadvertent stall and spin.",2020-09-25
72073,20120702X55525,Accident,CEN12CA413,2012-06-29,"Newark, OH",United States,040129N,0822742W,Non-Fatal,Substantial,Airplane,N2591R,CESSNA,182K,No,1.0,Reciprocating,091,RHOADS CHARLES E,0.0,0.0,1.0,Visual Meteorological Conditions,The pilot's loss of control during taxi in strong wind conditions.,2020-09-25
72074,20120702X85520,Accident,ERA12LA425,2012-06-29,"Lakewood, NJ",United States,040348N,0741056W,Non-Fatal,Substantial,Airplane,N449FL,PIPER,PA-28-140,No,1.0,Reciprocating,091,Robert D Marks,0.0,0.0,0.0,Visual Meteorological Conditions,The loss of engine power during climb for reasons that could not be determined during postaccident examination of the engine and engine systems or during postaccident operational testing of the engine.,2020-09-25
72075,20120703X05815,Accident,CEN12LA417,2012-06-29,"New Iberia, LA",United States,295743N,0914953W,Non-Fatal,Substantial,Airplane,N16665,Badeaux,Challenger II,Yes,1.0,Reciprocating,091,Oran P. Badeaux,0.0,0.0,1.0,Visual Meteorological Conditions,The operation of an airplane by a noncertificated pilot and his failure to maintain clearance with the power lines during the landing approach.,2020-09-25
72077,20120630X03010,Accident,ERA12FA423,2012-06-30,"Dalton, GA",United States,344337N,0845314W,Fatal,Substantial,Airplane,N33CG,PIPER,PA-31P,No,2.0,Reciprocating,091,HOLBROOK DONALD L,1.0,0.0,0.0,Visual Meteorological Conditions,"The pilots failure to maintain airplane control following loss of power in the right engine for reasons that could not be determined because of fire and impact damage. Contributing to the accident was the pilots delayed feathering of the right propeller following the loss of engine power and the lack of specific emergency procedures in the pilot operating handbook indicating the need to feather the propellers before engine rpm falls below 1,000 rpm.",2020-09-25
72078,20120630X73955,Accident,WPR12LA281,2012-06-30,"Watsonville, CA",United States,365658N,0121439W,Non-Fatal,Substantial,Airplane,N308TA,TECNAM,P2002 SIERRA,No,1.0,Reciprocating,091,Ocean Air Flying Services,0.0,0.0,0.0,Visual Meteorological Conditions,"A partial loss of engine power during initial climb due to the blockage of the carburetors main jet by deteriorated float material. Contributing to the accident was an inadequate maintenance inspection by maintenance personnel. ",2020-09-25
72079,20120701X53951,Accident,WPR12FA282,2012-06-30,"Camp Verde, AZ",United States,342640N,1114722W,Fatal,Substantial,Helicopter,N729DP,AEROSPATIALE,AS350B,No,1.0,Turbo Shaft,091,CHOPPER II LLC,4.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's improper decision to fly at a low altitude through a river canyon, contrary to voluntary guidance within the Special Conservation Area, which led to collision with a cable. Contributing to the pilots decision were his cognitive and psychomotor impairment from his use of an antihistamine medication.",2020-09-25
72080,20120701X65804,Accident,WPR12LA283,2012-06-30,"Stanley, ID",United States,442424N,0115216W,Non-Fatal,Substantial,Airplane,N773C,STINSON,108,No,1.0,Reciprocating,091,Leslie B Gropp,0.0,3.0,1.0,Visual Meteorological Conditions,"The pilots inadequate preflight planning and decision to takeoff at a density altitude outside of the airplanes takeoff performance envelope, with a tailwind, and near the airplanes maximum gross weight, which resulted in the airplanes inability to climb and clear trees.",2020-09-25
72081,20120703X85443,Accident,CEN12LA414,2012-06-30,"Glenwood Springs, CO",United States,393620N,1071617W,Non-Fatal,Substantial,Airplane,N917SA,CESSNA,172S,No,1.0,Reciprocating,091,Rocky Mountain Flight School,0.0,1.0,0.0,Visual Meteorological Conditions,The pilot's decision to fly into a mountainous area where conditions were such that the airplane was unable to climb above rising terrain. Contributing to the accident was the pilot's insufficient pilot-in-command experience and inadequate training in mountain flying.,2020-09-25
72082,20120705X42511,Accident,ANC12LA061,2012-06-30,"Bettles, AK",United States,671425N,1611126W,Non-Fatal,Substantial,Airplane,N63562,DEHAVILLAND,BEAVER DHC-2 MK.1,No,1.0,Reciprocating,091,Toby Ashley,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilots failure to properly judge the airplanes distance and altitude from the landing location during the final approach, which resulted in an undershoot and a nose over.",2020-09-25
72085,20120701X60219,Accident,ERA12CA424,2012-07-01,"Atlanta, GA",United States,335232N,0841811W,Non-Fatal,Substantial,Airplane,N827EB,BEECH,58,No,2.0,Reciprocating,091,EBOR MANAGEMENT INC,0.0,0.0,0.0,Visual Meteorological Conditions,The pilot's inadvertent retraction of the landing gear during the landing.,2020-09-25
72086,20120702X04958,Accident,CEN12LA408,2012-07-01,"Griswold, IA",United States,041200N,0009550W,Non-Fatal,Substantial,Airplane,N73182,CESSNA,172M,No,1.0,Reciprocating,091,SUDMANN ELIMAR F,0.0,1.0,1.0,Visual Meteorological Conditions,"The pilots failure to maintain adequate airspeed during an attempted go-around, resulting in an aerodynamic stall.",2020-09-25
72088,20120703X63653,Accident,ERA12LA428,2012-07-01,"Greene, NY",United States,421815N,0754714W,Non-Fatal,Substantial,Airplane,N758JQ,CESSNA,R172K,No,1.0,Reciprocating,091,PECHA JAMES C,0.0,0.0,0.0,Visual Meteorological Conditions,"An undetected fatigue crack on the outer surface of the No. 3 cylinder barrel that could only have been detected visually and not by a differential compression test , resulting in separation of the head from the barrel and a subsequent partial loss of engine power. Contributing to the accident was the pilot's decision to land downwind on a runway that subsequently necessitated an intentional hard landing to avoid a runway overrun and his failure to follow the engine manufacturer's time between overhaul recommendation .",2020-09-25
72089,20120702X90026,Accident,WPR12CA284,2012-07-02,"West Glacier, MT",United States,482846N,1135736W,Non-Fatal,Substantial,Airplane,N8450Z,CESSNA,210-5,No,1.0,Reciprocating,091,Richard G Finkle,0.0,2.0,0.0,Visual Meteorological Conditions,"The pilot elected to abort the takeoff without sufficient runway available to land and stop the airplane. Contributing to the accident was the illusion created by the rising terrain, which influenced the pilot's decision to abort the takeoff.",2020-09-25
72090,20120703X12440,Accident,ANC12CA060,2012-07-02,"Ketchikan, AK",United States,553628N,1304236W,Non-Fatal,Substantial,Airplane,N1018A,DEHAVILLAND,BEAVER DHC-2,No,1.0,Reciprocating,135,S & S AIRCRAFT LEASING INC,0.0,0.0,0.0,Visual Meteorological Conditions,The pilots failure to maintain directional control during a step turn on floats.,2020-09-25
72092,20120706X54733,Accident,ERA12LA431,2012-07-02,"Thomson, GA",United States,333147N,0082311W,Non-Fatal,Substantial,Airplane,N224SM,LEDER JOHN A,LEDER VELOCITY XL RG,Yes,1.0,Reciprocating,091,MUELLER TERRY L,0.0,0.0,0.0,Visual Meteorological Conditions,Separation of the nose landing gear due to a preexisting fatigue crack caused by an earlier shimmy event and the subsequent incorrect installation of the shimmy dampener.,2020-09-25
72094,20120712X30058,Accident,ERA12CA443,2012-07-02,"Lancaster, PA",United States,040720N,0761740W,Non-Fatal,Substantial,Airplane,N182EV,EVEKTOR-AEROTECHNIK AS,SPORTSTAR PLUS,No,1.0,Reciprocating,091,Adventure Flight Training LP,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's attempt to secure an open canopy during takeoff, which resulted in a loss of control and subsequent hard landing.",2020-09-25
72098,20120705X92945,Accident,ANC12CA065,2012-07-03,"McGrath, AK",United States,625710N,1553625W,Non-Fatal,Substantial,Airplane,N8635D,PIPER,PA-22-160,No,1.0,Reciprocating,091,CHAPMAN HAROLD J,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilots decision to load the airplane in excess of its takeoff capability given the runway conditions, which resulting in a collision with terrain during the initial climb.",2020-09-25
72101,20120704X95425,Accident,ERA12LA429,2012-07-04,"Tallahassee, FL",United States,303329N,0841344W,Non-Fatal,Substantial,Helicopter,N561CH,ROBINSON HELICOPTER,R44,No,1.0,Reciprocating,091,CAPITAL HELICOPTERS LLC,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilots failure to maintain awareness of the helicopters altitude while attempting to troubleshoot the clutch actuator warning light, which resulted in an inadvertent descent and impact with water. Contributing to the accident was the pilot's possible fatigue.",2020-09-25
72102,20120705X10053,Accident,WPR12CA293,2012-07-04,"Stevensville, MT",United States,463130N,0114310W,Non-Fatal,Substantial,Airplane,N2870M,PIPER,PA-12,No,1.0,Reciprocating,091,JOHNSON JAMES F,0.0,0.0,0.0,Visual Meteorological Conditions,"The separation of the left rudder control cable from the rudder bellcrank, which resulted in a loss of directional control during landing roll.",2020-09-25
72103,20120705X92337,Accident,ANC12LA064,2012-07-04,"Chugiak, AK",United States,612340N,1495034W,Non-Fatal,Substantial,Airplane,N329DP,PIPER,PA-18-180,No,1.0,Reciprocating,091,Eric Bates,0.0,1.0,0.0,Visual Meteorological Conditions,"The pilot/airplane owners loss of directional control after landing, and the instructor pilot's lack of adequate supervision of the training flight.",2020-09-25
72104,20120709X03943,Accident,CEN12CA422,2012-07-04,"Greers Ferry, AR",United States,035368N,0092833W,Non-Fatal,Substantial,Airplane,N84279,CESSNA,172K,No,1.0,Reciprocating,091,Clyde B. Malone,0.0,0.0,0.0,Visual Meteorological Conditions,The pilots failure to maintain a positive rate of climb while taking off with a high density altitude.,2020-09-25
72105,20120705X10827,Accident,WPR12CA294,2012-07-05,"Quincy, WA",United States,471015N,1194758W,Non-Fatal,Substantial,Helicopter,N385AR,OMLIN ROBERT G,EXEC 162F ROTORWAY,Yes,1.0,Reciprocating,091,OMLIN ROBERT G,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilots failure to ensure that a flag attached to the landing skid was properly secured, which resulted in its in-flight separation and contact with the tail rotor.",2020-09-25
72107,20120705X85000,Accident,WPR12FA295,2012-07-05,"Piru, CA",United States,342427N,1184516W,Fatal,Substantial,Airplane,N177N,TL ULTRALIGHT SRO,STINGSPORT,No,1.0,Reciprocating,091,BELL HARRY A TRUSTEE,2.0,0.0,0.0,Visual Meteorological Conditions,"The pilots failure to recover from a stall, which resulted in a spin. Contributing to the accident was the instructors inadequate remedial action.",2020-09-25
72109,20120709X74944,Accident,CEN12FA425,2012-07-05,"Mesquite, TX",United States,324429N,0963129W,Non-Fatal,Substantial,Airplane,N8308Y,PIPER,PA-28RT-201,No,1.0,Reciprocating,091,JLINN AVIATION INC,0.0,2.0,0.0,Visual Meteorological Conditions,"The failure of the right landing gear to fully extend, due to a combination of corrosion, inadequate lubrication, and a misadjusted gear-down limit switch. Contributing to the accident was the pilot's failure to perform the emergency landing gear extension checklist in the pilot operating handbook.",2020-09-25
72112,20120706X05542,Accident,ANC12CA067,2012-07-06,"Kotlik, AK",United States,063130N,1633134W,Non-Fatal,Substantial,Airplane,N2162C,CESSNA,207A,No,1.0,Reciprocating,091,GRANT AVIATION INC,0.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's failure to maintain altitude/clearance from terrain during cruise flight at low altitude, which resulted in an in-flight collision with water. A contributing factor was the pilots diverted attention to adjust the engine power.",2020-09-25
72119,20120711X40806,Accident,ERA12LA441,2012-07-06,"Auburn, AL",United States,323655N,0085262W,Non-Fatal,Substantial,Airplane,N4133G,PIPER,PA-46-350P,No,1.0,Reciprocating,091,SYSTEM DESIGNS INC,0.0,0.0,0.0,Visual Meteorological Conditions,"The airplane owners failure to have maintenance personnel comply with an aircraft manufacturer's service bulletin to require engine mount inspections for fatigue cracks, which resulted in an undetected fatigue crack, the engine mount failing, and the nose landing gear collapsing during landing.",2020-09-25
72120,20120711X43444,Accident,CEN12CA431,2012-07-06,"Denton, TX",United States,033127N,0971152W,Non-Fatal,Substantial,Helicopter,N565LH,SCHWEIZER,269C,No,1.0,Reciprocating,091,LONGHORN HELICOPTERS INC,0.0,0.0,0.0,Visual Meteorological Conditions,"The flight instructor and student pilot exceeded the helicopter's takeoff performance, which resulted in low rotor rpm and settling.",2020-09-25
72122,20120704X22541,Accident,CEN12CA419,2012-07-07,"Ray Township, MI",United States,424413N,0825320W,Non-Fatal,Substantial,Airplane,N26181,Grumman American Aviation,AA-5A,No,1.0,Reciprocating,091,"Berz Flight Training, Inc.",0.0,0.0,0.0,Visual Meteorological Conditions,The airplanes collision with a deer that ran in front of the airplane during the landing roll.,2020-09-25
72123,20120707X20106,Accident,CEN12FA421,2012-07-07,"Karnack, TX",United States,323943N,0941311W,Fatal,Destroyed,Airplane,N987GM,BEECH,E90,No,2.0,Turbo Prop,091,"Win Win Aviation, Inc",1.0,0.0,0.0,Visual Meteorological Conditions,"The pilot's inadvertent flight into thunderstorm activity, which resulted in the loss of airplane control and the subsequent exceedance of the airplane's design limits and in-flight breakup. Contributing to the accident was the failure of air traffic control personnel to use available radar information to provide the pilot with a timely warning that he was about to encounter extreme precipitation and weather along his route of flight or to provide alternative routing to the pilot.",2020-09-25
72124,20120709X24710,Accident,ANC12LA068,2012-07-07,"North Pole, AK",United States,064495N,1473216W,Non-Fatal,Substantial,Airplane,N919WP,SHOREY TIMOTHY A,PRECEPTOR STOL KING,Yes,1.0,Reciprocating,091,SHOREY RUBY MAE,0.0,0.0,0.0,Visual Meteorological Conditions,A total loss of engine power due to a binding drive belt while in the airport traffic pattern.,2020-09-25
72126,20120711X93004,Accident,CEN12LA427,2012-07-07,"Taos, NM",United States,362519N,1054323W,Non-Fatal,Substantial,Airplane,N984AT,MURRAY RICHARD F,AIRCAM BY LOCKWOOD,Yes,2.0,Reciprocating,091,James Thompson,0.0,0.0,2.0,Visual Meteorological Conditions,The pilot's decision to fly in gusty wind conditions at low altitude over mountainous terrain contrary to guidance in the airplane flight manual and subsequent loss of airplane control due to wind and turbulence.,2020-09-25
72127,20120719X02902,Accident,CEN12LA458,2012-07-07,"Egeland, ND",United States,483735N,0099550W,Non-Fatal,Substantial,Airplane,N6583,GRUMMAN,G-164A,No,1.0,Reciprocating,137,Nathan Murdoch,0.0,0.0,0.0,Visual Meteorological Conditions,"The partial loss of engine power for reasons that could not be determined during postaccident examinations. ",2020-09-25
72130,20120709X54143,Accident,CEN12LA424,2012-07-08,"Bedford, IN",United States,385014N,0862626W,Non-Fatal,Substantial,Airplane,N8733V,BELLANCA,7GCAA,No,1.0,Reciprocating,091,Jeffrey G. Morgan,0.0,1.0,1.0,Visual Meteorological Conditions,"The pilot's improper fuel management, which resulted in a loss of engine power due to fuel exhaustion. Contributing to the accident was the pilots self-induced pressure to return home.",2020-09-25
72131,20120710X32500,Accident,ANC12CA070,2012-07-08,"Cantwell, AK",United States,631352N,1492229W,Non-Fatal,Substantial,Airplane,N906JS,DEHAVILLAND,DHC-2,No,1.0,Turbo Prop,135,"Fly Denali, Inc",0.0,0.0,0.0,Visual Meteorological Conditions,"The right seat passengers inadvertent contact with the emergency fuel shutoff valve, which resulted in fuel starvation and a total loss of engine power. Contributing to the accident was the pilot's failure to provide a thorough preflight briefing to the passenger seated in the cockpit.",2020-09-25
72132,20120709X31551,Accident,WPR12FA297,2012-07-09,"Scottsdale, AZ",United States,333732N,1115426W,Non-Fatal,Substantial,Airplane,N137MP,MOONEY,M20L,No,1.0,Reciprocating,091,Stephen Faliks,0.0,1.0,1.0,Visual Meteorological Conditions,"The pilot's failure to maintain airplane control during an aborted landing, and the flight instructors delayed remedial action. Contributing to the accident were the pilots improper landing flare, which resulted in a bounced landing, and his premature flap retraction while performing a go-around maneuver.",2020-09-25
